Key,English,Simplified_Chinese
PROPQUEST_SCENARIO_INC_002596,"While Loala has stood down from her post as the Black Magician, Lapranche's mind was enslaved by Shade, and granted an incredible dark power...",拉宇已卸下黑魔法师的职位，而拉普朗什的心智被谢莉德奴役，并被赋予了令人难以置信的黑暗力量……
PROPQUEST_SCENARIO_INC_002597,"For a while we were safe with Lapranche sealed away by Bubble's magic, but Lapranche will surely send disasters our way to distract us while she builds her power back up.",拉普朗什被波卜尔的魔法封印期间，我们暂时安全，但她一定会降下灾难以分散我们的注意力，同时暗中恢复力量。
PROPQUEST_SCENARIO_INC_002598,You should go speak to the Mayor of Darken City as quickly as possible to see if anything has been reported...,你应该尽快去见达肯镇长，看看是否有什么报告……
PROPQUEST_SCENARIO_INC_002599,Check with the Mayor of Darken City and see if news of a disaster has been reported!,去达肯镇长那里确认，是否已上报灾难的消息！
PROPQUEST_SCENARIO_INC_002600,"Whyyyy, why won't you help us? Are you secretly working with Shade!?",为——什么，你为什么不肯帮我们？你难道暗中和谢莉德勾结！？
PROPQUEST_SCENARIO_INC_002601,So Lapranche was released from her prison after all these years... ,这么多年过去，拉普朗什终究还是被从囚禁中释放了……
PROPQUEST_SCENARIO_INC_002602,Go speak with the Mayor of Darken City!,去和达肯镇长谈谈！
PROPQUEST_SCENARIO_INC_002603,Report to the Mayor of Darken City.,向达肯镇长报告。
PROPQUEST_SCENARIO_INC_002604,There's Something in the Water,水中有异
PROPQUEST_SCENARIO_INC_002605,"It was reported a few hours ago that a wall near where the Syliaca roam recently burst open, flooding the caves. Something this destructive has not happened in many years... I am certain this was caused by Lapranche's meddling.",几小时前有报告称，食人鱼出没处附近的一面墙破裂，导致洞穴被水淹没。这么严重的破坏已经很多年没有发生过了……我确信这是拉普朗什在背后搞鬼。
PROPQUEST_SCENARIO_INC_002606,"I wish to investigate the matter, but I have to attend to my duties here in the city.",我想亲自调查此事，但我必须留在城里处理公务。
PROPQUEST_SCENARIO_INC_002607,Collect enough samples of Syliaca to see if the flood has caused any mutations in their DNA.,采集足够的食人鱼样本，看看洪水是否导致它们的DNA发生变异。
PROPQUEST_SCENARIO_INC_002608,"Without your help, who knows when I'll have time to investigate this matter...",没有你的帮助，谁知道我什么时候才有时间调查此事……
PROPQUEST_SCENARIO_INC_002609,Fascinating! After analyzing the Syliaca samples it seems the water in the flood contains a magic component that affects the Syliaca's brain.,太有意思了！分析食人鱼样本后发现，洪水中的水似乎含有某种魔法成分，会影响食人鱼的大脑。
PROPQUEST_SCENARIO_INC_002610,The hormones of these Syliaca seem to affect how aggressive they will become. And their teeth are somehow much sharper than before...,这些食人鱼的荷尔蒙似乎会影响它们的攻击性。而且它们的牙齿不知为何比以前锋利得多……
PROPQUEST_SCENARIO_INC_002611,Collect 20 Syliaca DNA.,收集20份食人鱼的DNA。
PROPQUEST_SCENARIO_INC_002612,The Hidden Cavern,隐藏的洞窟
PROPQUEST_SCENARIO_INC_002613,"If the water from the flood continues to affect the masquerpets in the Cave of Envy, soon they may become too strong for our forces to overcome. We must find the broken wall and see if a repair is possible.",如果洪水持续影响渴望洞穴中的怪物，它们很快就会强大到我军无法抗衡的地步。我们必须找到那面破损的墙，看看能否修复。
PROPQUEST_SCENARIO_INC_002614,The hole must be near the Syliaca... find it and determine if the damage is reparable.,那个洞口一定在食人鱼附近……找到它，判断损坏是否可以修复。
PROPQUEST_SCENARIO_INC_002615,"If we leave the break in the walls of the Cave of Envy for too long, this situation will become an even bigger disaster.",如果我们放任渴望洞穴的墙体破损太久，情况会演变成更大的灾难。
PROPQUEST_SCENARIO_INC_002616,"So behind the wall seems to be a large, ornate cavern... What has Lapranche opened up to the world!?",墙后面似乎是一个巨大而华丽的洞窟……拉普朗什到底向世人揭开了什么！？
PROPQUEST_SCENARIO_INC_002617,Find the damaged wall in the Cave of Envy.,找到渴望洞穴中破损的墙体。
PROPQUEST_SCENARIO_INC_002618,Search for the damaged wall in the Cave of Envy.,在渴望洞穴中搜寻破损的墙体。
PROPQUEST_SCENARIO_INC_002619,Something Fishy,鱼有蹊跷
PROPQUEST_SCENARIO_INC_002620,Thank you for finding the break in the wall... I have sent a guard to prevent unsuspecting travelers from entering the cavern.,谢谢你找到墙体的破损处……我已派了一名守卫，防止不知情的旅人进入洞窟。
PROPQUEST_SCENARIO_INC_002621,I believe our next step will be to explore the cavern and see what Lapranche has unleashed upon us...,我想下一步就是探索那座洞窟，看看拉普朗什对我们释放了什么……
PROPQUEST_SCENARIO_INC_002622,Please travel back to the cavern and speak with the guard out front for your next assignment.,请返回那座洞窟，与门前的守卫交谈，接受下一个任务。
PROPQUEST_SCENARIO_INC_002623,Oh... is there another assignment you are tied up with already?,哦……你已经另有任务在身了吗？
PROPQUEST_SCENARIO_INC_002624,"Hello there, I was expecting you.",你好，我正等着你呢。
PROPQUEST_SCENARIO_INC_002625,Seek out the guard in front of the Envy Depths.,找到渴望深渊前的守卫。
PROPQUEST_SCENARIO_INC_002626,Meet with the guard outside the Envy Depths.,与渴望深渊外的守卫会面。
PROPQUEST_SCENARIO_INC_002627,Envy Depths Part 3,渴望深渊 第三部分
PROPQUEST_SCENARIO_INC_002628,Growing Gills,长出鱼鳃
PROPQUEST_SCENARIO_INC_002629,"After being assigned to my post here in the Cave of Envy, I've witnessed dozens of Syliaca enter the waters of the cavern behind me. If what the mayor said is true... those Syliaca may have grown into something much stronger by now. An investigation is in order.",自从被派驻到渴望洞穴的这个岗位，我目睹了数十只食人鱼游进我身后洞窟的水域。如果镇长所言属实……那些食人鱼此刻可能已经长成了更强大的存在。有必要调查一番。
PROPQUEST_SCENARIO_INC_002630,Head inside the cavern behind me and find out what have happened to the Syliaca.,进入我身后的洞窟，查明那些食人鱼发生了什么。
PROPQUEST_SCENARIO_INC_002631,You seem strong enough to handle a few empowered Syliaca... but maybe not.,你看起来足以应付几只被强化的食人鱼……但也许还不行。
PROPQUEST_SCENARIO_INC_002632,Very interesting... so the Syliaca have turned into Overgrown Sharks after ingesting the cavern's magic waters. I am curious what else may be living within the cavern...,非常有趣……原来食人鱼饮下洞窟的魔法之水后变成了变异鲨鱼。我很好奇洞窟里还生活着什么……
PROPQUEST_SCENARIO_INC_002633,Find out what have become of the Syliaca that entered the cavern.,查明进入洞窟的那些食人鱼变成了什么。
PROPQUEST_SCENARIO_INC_002634,Kill 25 Overgrown Shark.,击杀25只变异鲨鱼。
PROPQUEST_SCENARIO_INC_002635,Poor Unfortunate Souls,可怜而不幸的灵魂
PROPQUEST_SCENARIO_INC_002636,"With the Overgrown Sharks out of the way, you can find out what lies deeper within the cavern.",变异鲨鱼已经清除，你可以去查明洞窟更深处有什么了。
PROPQUEST_SCENARIO_INC_002637,Go back inside the cavern and seek out what caused the Cave of Envy to flood.,再次进入洞窟，找出导致渴望洞穴被淹的原因。
PROPQUEST_SCENARIO_INC_002638,"Don't give up now, you've nearly figured out the secret to this cave.",现在别放弃，你差不多就要解开这座洞穴的秘密了。
PROPQUEST_SCENARIO_INC_002639,It's incredible that life has been hidden here this whole time! It's a shame the Mermaid Beauties were so vicious. Likely influenced by the magical waters just as the Syliaca were.,生命竟能在这里隐藏这么久，真是不可思议！遗憾的是美人鱼如此凶残。它们多半和食人鱼一样受到了魔法之水的影响。
PROPQUEST_SCENARIO_INC_002640,Go deeper into the cavern.,深入洞窟。
PROPQUEST_SCENARIO_INC_002641,Kill 25 Mermaid Beauty.,击杀25只美人鱼。
PROPQUEST_SCENARIO_INC_002642,Call of the Siren,塞壬的召唤
PROPQUEST_SCENARIO_INC_002643,I am curious if additional life lives within the cavern. Sadly whatever remains in the tainted waters has likely gone feral by now. More samples from the masquerpets within may reveal the true nature of what this place represents.,我很好奇洞窟里是否还生活着其他生物。遗憾的是，留在被污染水域中的东西此刻大概已经野性化了。从洞中的怪物身上采集更多样本，或许能揭示这个地方真正的本质。
PROPQUEST_SCENARIO_INC_002644,Go back inside the cavern and collect samples from any masquerpets that remain.,再次进入洞窟，从残存的怪物身上采集样本。
PROPQUEST_SCENARIO_INC_002645,There's no time to worry over what you may encounter... Trust in your own power.,没时间去担忧你会遇到什么……相信你自己的力量。
PROPQUEST_SCENARIO_INC_002646,"Wow, these artifacts are pulsing with power! No normal being could handle something like this without becoming corrupted. It appears as if these artifacts have been present here for hundreds or thousands of years...",哇，这些遗物正脉动出力量！任何寻常存在都无法承受这样的东西而不被腐化。看起来这些遗物已经在这里存在了数百乃至数千年……
PROPQUEST_SCENARIO_INC_002647,Collect samples from any remaining masquerpets that are in the cavern.,从洞窟中残存的怪物身上采集样本。
PROPQUEST_SCENARIO_INC_002648,Collect 20 Echo of Herness.,收集20个赫内斯的回响。
PROPQUEST_SCENARIO_INC_002649,Davy Jones' Locker,戴维·琼斯的魔柜
PROPQUEST_SCENARIO_INC_002650,No wonder Lapranche released the powers hidden within the Envy Depths... She has certainly bought time to work towards her own goals while you deal with this.,难怪拉普朗什释放了渴望深渊中隐藏的力量……在你忙于应付此事时，她无疑为自己争取到了实现目标的时间。
PROPQUEST_SCENARIO_INC_002651,I believed the masquerpets that you gathered samples from were the last remaining creatures within the cavern... but certainly you hear the roar coming from within the cavern now?,我原以为你采集样本的那些怪物是洞窟中最后的生物……但你现在肯定也听到洞窟里传来的咆哮声了吧？
PROPQUEST_SCENARIO_INC_002652,"Only the roar of a mighty creature emanates the cavern now... Slay whatever beast is within. If you survive, deliver a report of your victory to the Mayor of Darken City.",此刻洞窟中只回荡着一头强大生物的咆哮……去斩杀里面的野兽吧。如果你能活着出来，就向达肯镇长报告你的胜利。
PROPQUEST_SCENARIO_INC_002653,That roar is terrifying... steel your emotions and return to me when you are ready to find out what it is.,那咆哮令人胆寒……坚定心神，等你准备好去一探究竟时再来找我。
PROPQUEST_SCENARIO_INC_002654,So all along the sealed chamber was an altar to an ancient being... I suppose the myths of the water god Herness may be more than a myth after all.,原来那个封闭的石室一直都是某位远古存在的祭坛……看来关于水神赫内斯的传说，也许并不只是传说而已。
PROPQUEST_SCENARIO_INC_002655,"Well, with the Great Kraken defeated at least the danger that Lapranche brought to our feet has ended... for now.",好吧，深渊海妖克拉肯已被击败，至少拉普朗什带到我们脚边的危机暂时结束了……
PROPQUEST_SCENARIO_INC_002656,I congratulate you on making it out of there alive. Expect the repercussions of releasing Lapranche to be upon us one day though...,祝贺你活着从那里出来。不过，释放拉普朗什的后果总有一天会降临到我们头上……
PROPQUEST_SCENARIO_INC_002657,Head inside the Envy Depths and eliminate whatever is causing that awful noise.,进入渴望深渊，消灭发出那可怕声响的东西。
PROPQUEST_SCENARIO_INC_002658,Kill the Great Kraken.,击杀深渊海妖克拉肯。
PROPQUEST_SCENARIO_INC_002659,The Twisted Sanctuary Part 1,扭曲的圣域 第一部分
PROPQUEST_SCENARIO_INC_002660,Bear's Endurance,巨熊的耐力
PROPQUEST_SCENARIO_INC_002661,There has been a disturbance in the flow of Madrigal's magic lately... I've heard rumors that an unsuspecting adventurer released the Black Magician from their prison. ,近来瑞加大陆的魔法流动出现了紊乱……我听到传言说，一位不知情的冒险者把黑魔法师从囚禁中释放了出来。
PROPQUEST_SCENARIO_INC_002662,"The current Black Magician named Lapranche is also sometimes known as the Purple Magician. She has an incredible power that is lost to all of today's magicians, including myself. Lapranche can summon the will of Shade to cast Purple Magic, recreating parts of the world in Shade's image.",现任黑魔法师拉普朗什，有时也被称为紫色魔法师。她拥有当今所有魔法师——包括我在内——都已失传的惊人力量。拉普朗什能召唤谢莉德的意志来施展紫色魔法，按谢莉德的样子重塑世界的局部。
PROPQUEST_SCENARIO_INC_002663,"As of now we stand no chance in a battle with Lapranche... even I have grown too weak to defeat her, my former pupil. She is certainly in a weakened state, so there is time to prepare. Expect Lapranche to bide her time by causing choas around Madrigal. For now we must build our strength.",就目前而言，我们与拉普朗什交战毫无胜算……连我这个昔日的老师也已衰弱到无法击败她。她现在无疑处于虚弱状态，所以我们还有时间准备。拉普朗什必定会在瑞加大陆各处制造混乱以拖延时间。眼下我们必须积蓄力量。
PROPQUEST_SCENARIO_INC_002664,"Before we move forward with the plan... I need you to prove that you are strong enough to fend for yourself. Bring me 50 Bearnerky Fang, then we can move forward with preparations.",在我们推进计划之前……我需要你证明自己有足够实力自保。给我带来50颗独眼野熊的尖牙，之后我们就能继续筹备了。
PROPQUEST_SCENARIO_INC_002665,"If we are not prepared, Lapranche could unleash evil more terrible than us mortals could ever hope to face.",如果我们毫无准备，拉普朗什可能释放出凡人根本无法抗衡的可怕邪恶。
PROPQUEST_SCENARIO_INC_002666,I hope you understand my hesitance... the power of Purple Magic is nothing to play with. We may start work on the plan now.,希望你能理解我的犹豫……紫色魔法的力量可不是闹着玩的。现在我们可以开始执行计划了。
PROPQUEST_SCENARIO_INC_002667,Go defeat Bearnerky until you have collected 50 Bearnerky Fang.,去击败独眼野熊，直到收集到50颗独眼野熊的尖牙。
PROPQUEST_SCENARIO_INC_002668,Collect 50 Bearnerky Fang.,收集50颗独眼野熊的尖牙。
PROPQUEST_SCENARIO_INC_002669,Brother in Arms,战友
PROPQUEST_SCENARIO_INC_002670,"There is no hope in standing against Lapranche on our own. We must build an army of warriors, ensuring each is equipped with the weapons and armor needed to succeed.",单凭我们无法对抗拉普朗什。我们必须组建一支勇士大军，确保每个人都配备取胜所需的武器与防具。
PROPQUEST_SCENARIO_INC_002671,"In the Deadwallderness lives a smelter who has experience with unique requests. Tell Nein of our plan, and see what help he can offer.",龙息荒野住着一位冶炼师，他处理过各种特殊委托。把我们的计划告诉罗殷，看看他能提供什么帮助。
PROPQUEST_SCENARIO_INC_002672,"*Scoff* What, will you smelt the materials for equipment all on your own?",*嗤* 怎么，你打算独自冶炼出装备所需的材料吗？
PROPQUEST_SCENARIO_INC_002673,"So there's trouble... Well if Laola has sent you, I am much obliged to help if I can.",原来是出了麻烦……既然是拉宇派你来的，我理应尽力相助。
PROPQUEST_SCENARIO_INC_002674,"Find Nein in the Deadwallderness, and see what he requires to help us equip an army.",在龙息荒野找到罗殷，看看他需要我们提供什么才能帮我们装备一支大军。
PROPQUEST_SCENARIO_INC_002675,Speak with Nein.,与罗殷交谈。
PROPQUEST_SCENARIO_INC_002676,Tough as Steel,坚如钢铁
PROPQUEST_SCENARIO_INC_002677,"Based on Laola's instructions, you'll need to help me gather enough metal scraps for a small army... That might take a while.",按照拉宇的指示，你得帮我收集供一支小队使用的金属废料……这可能需要些时间。
PROPQUEST_SCENARIO_INC_002678,"To get started on the crafting materials for an army of armor, collect 200 of the Muffrin's metal buckets.",要开始筹备大军盔甲的制作材料，先去收集200个麻普的桶子。
PROPQUEST_SCENARIO_INC_002679,Finding the right metals will be difficult on your own...,单凭你一人很难找到合适的金属……
PROPQUEST_SCENARIO_INC_002680,Thank you for your efforts. I know gathering this much metal must have taken a toll on you.,感谢你的付出。我知道收集这么多金属一定让你吃了不少苦头。
PROPQUEST_SCENARIO_INC_002681,Collect 200 buckets from the Muffrins that roam the Deadwallderness.,从龙息荒野游荡的麻普身上收集200个桶子。
PROPQUEST_SCENARIO_INC_002682,Collect 200 Muffrin Bucket.,收集200个麻普的桶子。
PROPQUEST_SCENARIO_INC_002683,High Quality Goods,高品质商品
PROPQUEST_SCENARIO_INC_002684,Smelting all this metal down for use will take a while. You may want to find an armorsmith to determine what else will be needed until I finish my work.,把这些金属全部熔炼成可用之材需要些时间。在我完工之前，你不妨去找位盔甲匠，看看还需要准备些什么。
PROPQUEST_SCENARIO_INC_002685,Out in the Village of Kan there is a talented craftsman named Chenbing Khan who can guide you further.,在勇者营地有一位技艺精湛的匠人，名叫查宾可汗，他可以进一步指导你。
PROPQUEST_SCENARIO_INC_002686,"Well you could just wait here... but time is ticking, better to get other tasks out of the way.",你也可以就在这里等着……但时间不等人，不如先把其他事情办了。
PROPQUEST_SCENARIO_INC_002687,"It's nice Nein thinks enough of me to send you my way. I run a humble armor shop here in my village, and know all the secrets of how to improve simple weapons into deadly munitions.",罗殷如此看重我，把你派到这里，真是让我受宠若惊。我在村里经营着一家简陋的盔甲铺，并深谙将普通武器改造成致命兵器的全部诀窍。
PROPQUEST_SCENARIO_INC_002688,Go find Chenbing in the Village of Kan and give him a hand collecting crafting materials.,去勇者营地找到查宾，帮他收集制作材料。
PROPQUEST_SCENARIO_INC_002689,Speak with Chenbing.,与查宾交谈。
PROPQUEST_SCENARIO_INC_002690,The Twisted Sanctuary Part 2,扭曲的圣域 第二部分
PROPQUEST_SCENARIO_INC_002691,Gotta Catch Them All,一定要全部集齐
PROPQUEST_SCENARIO_INC_002692,"We won't be able to craft any armor until Nein has completed smelting the Muffrin's buckets into something suitable. But once Nein is complete, we will need several materials only found from rare creatures known as Catchers.",在罗殷把麻普的桶子熔炼成合用之材之前，我们无法打造任何盔甲。不过等罗殷完工后，我们还需要几种只有从名为灵兽的稀有生物身上才能取得的材料。
PROPQUEST_SCENARIO_INC_002693,"Catchers can be found all over Madrigal, but luckily for you all the most common catchers appear in Darkon 3. Collect 500 of each Catcher's material, then head back to Nein to collect the smelted metal.",灵兽在瑞加大陆各处都能找到，但所幸最常见的灵兽都出没于达肯3。收集每种灵兽材料各500份，然后回到罗殷那里领取熔炼好的金属。
PROPQUEST_SCENARIO_INC_002694,Collecting materials from Catchers is quite simple... I have a book on how to gather them in my tent if you need a reference.,从灵兽身上收集材料相当简单……我的帐篷里有一本关于如何采集的书，你需要的话可以查阅。
PROPQUEST_SCENARIO_INC_002695,Perfect timing! I just finished smelting down all the metal into something of use.,来得正好！我刚把所有金属熔炼成了可用的材料。
PROPQUEST_SCENARIO_INC_002696,"Catchers are rare, but Darkon 3 has them all. Keep looking, and make sure to equip your Collector weapon to harvest a Catcher after you defeat it.",灵兽很稀有，但达肯3应有尽有。继续寻找，记得装备你的采集武器，这样在击败灵兽后才能收取材料。
PROPQUEST_SCENARIO_INC_002697,"Collect 500 Erons, Krasec, Mineral, and Guru.",收集500份绿磷石矿、炽红石花、奇异金属和石电磁矿。
PROPQUEST_SCENARIO_INC_002698,Crafting an Army,打造一支大军
PROPQUEST_SCENARIO_INC_002699,"With the smelting complete, it's time to craft an army's worth of armor!",熔炼完成，是时候打造供一支大军使用的盔甲了！
PROPQUEST_SCENARIO_INC_002700,"Alright, head back to Chenbing. Work with him to start crafting the armor we'll need to win the battle against Lapranche!",好，回到查宾那里。和他一起着手打造我们战胜拉普朗什所需的盔甲！
PROPQUEST_SCENARIO_INC_002701,Crafting is tough work. It's not for everybody.,打造是件苦差事，不是谁都做得来的。
PROPQUEST_SCENARIO_INC_002702,"Well done, we have everything needed to bolster an army of adventurers against the Black Magician!",干得漂亮，我们已备齐一切，足以武装一支对抗黑魔法师的冒险者大军！
PROPQUEST_SCENARIO_INC_002703,Head back to Chenbing to help craft armaments.,回到查宾那里协助打造军备。
PROPQUEST_SCENARIO_INC_002704,Meet with Chenbing.,与查宾会面。
PROPQUEST_SCENARIO_INC_002705,A Loud Bang!,一声巨响！
PROPQUEST_SCENARIO_INC_002706,Look at all this steel. We'll have an army up and running in no time!,看看这些钢材。我们很快就能把一支大军拉起来！
PROPQUEST_SCENARIO_INC_002707,"*BANG* Wha... What was that!? Perhaps the battle has already begun? Quickly, go speak with Loala to figure out what is going on!",*砰* 什……那是什么！？难道战斗已经打响了？快，去和拉宇谈谈，弄清到底发生了什么！
PROPQUEST_SCENARIO_INC_002708,Just a while longer and we'll have enough armor to equip a proper militia!,再等等，我们很快就有足够的盔甲来装备一支像样的民兵队了！
PROPQUEST_SCENARIO_INC_002709,Chenbing was smart to send you to me... surely you felt the tremors after that loud bang.,查宾派你来找我很明智……那声巨响之后的震动你肯定也感觉到了。
PROPQUEST_SCENARIO_INC_002710,Speak with Loala to find out what caused that loud noise.,与拉宇交谈，弄清楚那声巨响的原因。
PROPQUEST_SCENARIO_INC_002711,Meet with Laola.,与拉宇会面。
PROPQUEST_SCENARIO_INC_002712,Shot Through the Heart,贯穿心脏的一击
PROPQUEST_SCENARIO_INC_002713,"A hole in the heart of the Guardiane Sanctuary has been torn asunder! Purple magic has ripped open a portal to a sad, twisted version of the once peaceful haven.",堕落圣域的中心被撕裂出一个洞！紫色魔法撕开了一道传送门，通往那个曾经祥和的避难所——如今却变成了悲惨而扭曲的模样。
PROPQUEST_SCENARIO_INC_002714,"Reports show that all the inhabitants were killed and raised as bloodthirsty masquerpets... this is no doubt the doing of Lapranche. She is causing chaos to bide time, just as we expected!",报告显示，所有居民都被杀害，并以嗜血怪物的形态被唤醒……这无疑出自拉普朗什之手。正如我们所料，她正制造混乱以拖延时间！
PROPQUEST_SCENARIO_INC_002715,For now we must pause our preparations to deal with the twisted Guardiane Sanctuary.,现在我们必须暂停筹备，先去处理扭曲的堕落圣域。
PROPQUEST_SCENARIO_INC_002716,A guard has been posted out front of the portal... go speak with them. Prepare to clear out the Guardiane Sanctuary.,传送门前已派驻了一名守卫……去和他谈谈。准备清剿堕落圣域。
PROPQUEST_SCENARIO_INC_002717,"Are you really so weak as to run away from danger, after all you've done!?",你做了这么多，难道真要如此懦弱地临阵脱逃！？
PROPQUEST_SCENARIO_INC_002718,Laola sent word of your arrival. The events that Lapranche have put into place are tragic... all the inhabitants of the Guardiane Sanctuary are dead. And yet... they live.,"拉宇传来消息说你要来了。拉普朗什造成的惨剧令人悲痛……堕落圣域的所有居民都已死去。然而……它们却还在""活着""。"
PROPQUEST_SCENARIO_INC_002719,"Go find the guard posted outside the Guardiane Sanctuary portal, in the heart of Guardiane.",去圣堂中心，找到驻守在堕落圣域传送门外的守卫。
PROPQUEST_SCENARIO_INC_002720,Speak with the Guardiane Sanctuary guard.,与堕落圣域的守卫交谈。
PROPQUEST_SCENARIO_INC_002721,The Twisted Sanctuary Part 3,扭曲的圣域 第三部分
PROPQUEST_SCENARIO_INC_002722,A Potent Mist,浓郁的迷雾
PROPQUEST_SCENARIO_INC_002723,A horde of the dead have arisen inside the sanctuary... ,圣域内涌起了一大批亡者……
PROPQUEST_SCENARIO_INC_002724,Your first order of duty is to eliminate the dead and find any clues that may lead to Lapranche.,你的首要任务是消灭这些亡者，并找到任何能追查到拉普朗什的线索。
PROPQUEST_SCENARIO_INC_002725,Do not feel guilty for slaying the creatures inside. They are long dead now.,不必为斩杀里面的生物而愧疚。它们早已死去多时。
PROPQUEST_SCENARIO_INC_002726,"Well done on clearing out the dead. Oh, and what's this? Interesting... a vial of purple mist. Could the mist be connected to the Purple Magic that Lapranche is said to practice?",清除亡者的工作做得很好。哦，这是什么？有意思……一瓶紫色魔雾。这雾会不会与据说拉普朗什修习的紫色魔法有关？
PROPQUEST_SCENARIO_INC_002727,"Clear out the undead minions inside the sanctuary, and search for any clue that could help us find Lapranche.",清除圣域内的亡者仆从，搜寻任何有助于我们找到拉普朗什的线索。
PROPQUEST_SCENARIO_INC_002728,"Kill 30 Regal Kumai, 30 Enchanted Rider, and find the Vial of Purple Mist.",消灭30只王室库迈、30只魔化莱德，并找到盛有紫色魔雾的瓶子。
PROPQUEST_SCENARIO_INC_002729,Purple Reign,紫色统治
PROPQUEST_SCENARIO_INC_002730,Often potent magic leaves behind a trail in its wake of destruction. If Purple Magic was used to destroy the Guardiane Sanctuary... the people inside that turned into those creatures may have a small essence of purple energy still hanging on.,强大的魔法往往会在破坏之后留下痕迹。如果紫色魔法被用于摧毁堕落圣域……那些变成怪物的居民身上，或许还残留着一丝紫色能量。
PROPQUEST_SCENARIO_INC_002731,"Return to the ruins of the Guardiane Sanctuary, and collect the purple essence left behind on the bodies of the creatures within.",返回堕落圣域的废墟，从里面怪物的尸体上收集残留的紫色精华。
PROPQUEST_SCENARIO_INC_002732,Little is known about the effects of Purple Magic on the body... a healthy fear of it may be for the best.,紫色魔法对肉体的影响鲜为人知……对它保持适度的敬畏或许是明智的。
PROPQUEST_SCENARIO_INC_002733,"The evidence is clear... the only magician powerful enough to cast Purple Magic of this potency is the Purple Magician herself, Lapranche.",证据很明确……唯一有足够实力施展如此强度紫色魔法的魔法师，正是紫色魔法师本人——拉普朗什。
PROPQUEST_SCENARIO_INC_002734,Destroy the Enchanted AI and Enchanted Shaman in the twisted Guardiane Sanctuary to obtain 20 Purple Essence.,在扭曲的堕落圣域中消灭魔化阿修罗和魔化萨满，以获得20份紫色精华。
PROPQUEST_SCENARIO_INC_002735,Collect 20 Purple Essence from Enchanted AI and Enchanted Shaman.,从魔化阿修罗和魔化萨满身上收集20份紫色精华。
PROPQUEST_SCENARIO_INC_002736,Keeper of the Kingdom,王国的守护者
PROPQUEST_SCENARIO_INC_002737,Lapranche has certainly slowed down our efforts to build a force that can oppose her. It's likely that the previous Keeper of the Sanctuary was transformed like all the others...,拉普朗什无疑拖慢了我们组建反抗力量的进度。圣域的前任看守者很可能也和其他人一样被转化了……
PROPQUEST_SCENARIO_INC_002738,"The Keeper was a force to be reckoned with, the second in command of the protective force that guarded the Guardiane Sanctuary. If the Keeper still remains... it will be a formidable challenge.",那位看守者实力不容小觑，是守卫堕落圣域的护卫军中位列第二的指挥官。如果它还残留于世……那将是一场艰巨的挑战。
PROPQUEST_SCENARIO_INC_002739,"You have already done so much to help uncover the truth of the Purple Magician's terrible crimes. Defeat the Keeper if you are able... and please, be careful.",你已经为揭开紫色魔法师可怕罪行的真相做了这么多。如果可以的话，去击败那位看守者……还有，请务必小心。
PROPQUEST_SCENARIO_INC_002740,"The Keeper stood guard over the grounds of the Guardiane Sanctuary, and dealt with intruders abruptly. Defeating the Keeper is a challenge even you may not be ready to handle.",看守者曾守卫着堕落圣域的领地，对入侵者毫不留情。击败看守者是一场挑战，连你都可能尚未准备好。
PROPQUEST_SCENARIO_INC_002741,"Your strength is nearly beyond belief... You are a true hero, down to the very core of who you are. The Pyramid Keeper was also a hero... and now a hero who can rest.",你的力量几乎令人难以置信……从骨子里看，你都是一位真正的英雄。金字塔看守者也曾是一位英雄……如今，这位英雄终于可以安息了。
PROPQUEST_SCENARIO_INC_002742,"Carefully scout the grounds of the twisted Guardiane Sanctuary, and defeat whatever remains of the Pyramid Keeper.",仔细搜寻扭曲的堕落圣域，击败金字塔看守者残留的一切。
PROPQUEST_SCENARIO_INC_002743,Destroy the Pyramid Keeper.,消灭金字塔看守者。
PROPQUEST_SCENARIO_INC_002744,Raiders of the Lost Sanctuary,失落圣域的掠夺者
PROPQUEST_SCENARIO_INC_002745,Lapranche has twisted this once peaceful haven into the distorted Guardiane Sanctuary that you see before you. Your strength has carried you to do deeds that many others would be unable to stomach.,拉普朗什把这个曾经祥和的避难所扭曲成了你眼前这般畸形的堕落圣域。你的力量支撑着你完成了许多他人无法承受的壮举。
PROPQUEST_SCENARIO_INC_002746,"With great honor, you have put to rest those cursed by the power of the Purple Magician. In eternal rest, Shade's curse can no longer harm them.",你以莫大的荣耀，让那些被紫色魔法师之力诅咒的人得以安息。在永恒的安眠中，谢莉德的诅咒再也无法伤害他们。
PROPQUEST_SCENARIO_INC_002747,"Within the walls of the Guardiane Sanctuary, there was one guardian that acted as the last defense against evil that dared to approach. In hundreds of years of service, the Pyramid Guardian never faced defeat... until now.",在堕落圣域的城墙之内，曾有一位守卫作为抵御来犯之恶的最后防线。数百年的守护中，金字塔守卫从未尝过败绩……直到现在。
PROPQUEST_SCENARIO_INC_002748,"The last bastion of Guardiane stands within the deformed heart before you. Its tattered muscles move to protect the twisted realm, though no life remains behind its eyes.",圣域的最后堡垒就矗立在你面前那颗畸形的心脏之中。它破损的肌肉仍在活动，守护着这片扭曲的领域，尽管它的眼中已无任何生机。
PROPQUEST_SCENARIO_INC_002749,"This barbaric curse sickens me... Put the Pyramid Guardian to rest, then report back to Laola.",这野蛮的诅咒令我作呕……让金字塔守卫安息吧，然后回来向拉宇报告。
